,name,city,latitude,longitude,zipcode,ethnicity,price,rating
722,Chipotle Mexican Grill,Atlanta,33.881028578759,-84.461401942916,30339,mexican,$,2.5
723,Los potrillos,Atlanta,33.9130646481625,-84.3785841017962,30328,mexican,N/A,3.0
724,Moe's Southwest Grill,Atlanta,33.853001,-84.362985,30326,mexican,$,2.5
725,QDOBA Mexican Eats,Atlanta,33.778942668098665,-84.38756966808813,30309,mexican,N/A,2.0
726,Taco Bell,Atlanta,33.888509,-84.474621,30080,mexican,$,4.0
727,Taco Bell,Atlanta,33.8432992387117,-84.327701560484,30329,mexican,$,1.5
728,Monterrey Mexican Restaurant,Atlanta,33.83164,-84.49349,30080,mexican,$,3.5
729,Taco Bell,Atlanta,33.7400066175615,-84.4143957070339,30310,mexican,$,2.5
730,El Quetzal,Atlanta,33.86495,-84.30498,30345,mexican,$,2.5
731,Moe's Southwest Grill,Atlanta,33.758242,-84.393865,30303,mexican,$,1.5
732,Taqueria Los Rayos,Atlanta,33.89713,-84.28209,30340,mexican,N/A,3.0
733,Moe's Southwest Grill,Atlanta,33.79148,-84.2858399,30030,mexican,$,2.5
734,Moe's Southwest Grill,Atlanta,33.869494,-84.335559,30319,mexican,$,2.5
735,Eat My Taco,Atlanta,33.74091752076896,-84.41308099999999,30310,mexican,N/A,1.0
736,Moe's Southwest Grill,Atlanta,33.7557076687157,-84.3890735621011,30303,mexican,$,2.0
737,Don Taco Doraville,Atlanta,33.9115142822266,-84.2649307250977,30340,mexican,N/A,2.0
738,El Rey De Todos Mexican Restaurant,Atlanta,33.8411331176758,-84.3300704956055,30329,mexican,N/A,1.0
739,Chicken World,Atlanta,33.8931694,-84.2853699,30340,mexican,$,2.5
740,Chipotle Mexican Grill,Atlanta,33.845862658515,-84.2560060288343,30345,mexican,$,2.5
741,El Chisme,Atlanta,33.891316639725,-84.285058624419,30324,mexican,N/A,2.0
742,Chipotle Mexican Grill,Atlanta,33.884551,-84.315764,30341,mexican,$,2.5
743,Moe's Southwest Grill,Atlanta,33.880442,-84.468738,30339,mexican,N/A,2.0
744,Chipotle Mexican Grill,Atlanta,33.7753362365961,-84.298724,30030,mexican,$,2.0
745,Taco Bell,Atlanta,33.829488,-84.491717,30080,mexican,$,2.5
746,Moe's Southwest Grill,Atlanta,33.8468673515482,-84.2545481246555,30084,mexican,$,3.0
747,El Huachinango,Atlanta,33.844169,-84.327957,30319,mexican,N/A,1.0
748,Chipotle Mexican Grill,Atlanta,33.8809875817385,-84.3801342171446,30342,mexican,$,2.5
749,Taco Bell,Atlanta,33.879171,-84.471564,30339,mexican,$,2.0
750,Taco Bell,Atlanta,33.754311,-84.267338,30032,mexican,$,1.5
751,Two Urban Licks,Atlanta,33.7684555661887,-84.3612738994751,30306,new_american,$$,4.0
752,Whiskey Bird,Atlanta,33.792656,-84.351852,30306,new_american,$$,4.5
753,The Woodall,Atlanta,33.81699917969042,-84.44869,30318,new_american,N/A,5.0
754,5Church Atlanta,Atlanta,33.787526,-84.383007,30361,new_american,$$,4.0
755,Velvet Taco Buckhead,Atlanta,33.83985,-84.3810005042992,30305,new_american,$$,4.0
756,King + Duke,Atlanta,33.8392039031944,-84.3807741437533,30305,new_american,$$$,4.0
757,True Food Kitchen,Atlanta,33.847652,-84.363745,30326,new_american,$$,4.0
758,Seven Lamps,Atlanta,33.847036028129,-84.3656622761963,30326,new_american,$$,4.0
759,Industry Tavern,Atlanta,33.8452336367562,-84.3712960294998,30305,new_american,$$,4.0
760,gusto!,Atlanta,33.8075938694564,-84.3935011499407,30309,new_american,$,4.5
761,Biltong Bar,Atlanta,33.8383843464077,-84.3780279090275,30305,new_american,N/A,4.5
762,Buttermilk Kitchen,Atlanta,33.86986,-84.38056,30342,new_american,$$,4.5
763,Iron Hill Brewery & Restaurant -  Buckhead,Atlanta,33.851654,-84.359607,30326,new_american,N/A,4.5
764,Cypress Street Pint & Plate,Atlanta,33.777327,-84.386122,30308,new_american,$$,4.0
765,Mission + Market,Atlanta,33.8518,-84.36727,30326,new_american,$$,4.0
766,Marlow's Tavern,Atlanta,33.77968,-84.387493,30309,new_american,$$,4.0
767,Lazy Betty,Atlanta,33.76279,-84.3375,30307,new_american,$$$$,4.5
768,Gunshow,Atlanta,33.7407023786913,-84.3580284818322,30316,new_american,$$$,4.5
769,STK Steakhouse,Atlanta,33.784176,-84.38283,30309,new_american,$$$,3.5
770,Scoville Hot Chicken,Atlanta,33.890107,-84.380792,30342,new_american,N/A,4.5
771,Yard House,Atlanta,33.7935637571072,-84.397324025631,30363,new_american,$$,3.0
772,Howell's Kitchen and Bar,Atlanta,33.8080588,-84.4128629,30318,new_american,$$,4.0
773,Redbird,Atlanta,33.7866092509541,-84.4124725604455,30318,new_american,$$$,4.0
774,Fire Hen,Atlanta,33.84146392751645,-84.38043265522536,30305,new_american,N/A,3.0
775,Breakfast at Barneys,Atlanta,33.74969717,-84.37897677,30312,new_american,N/A,4.0
776,Bocado,Atlanta,33.77941,-84.40971,30318,new_american,$$,4.0
777,Fia Restaurant,Atlanta,33.85257,-84.38145,30305,new_american,$$$,4.5
778,Yebo Beach Haus,Atlanta,33.8426657,-84.3811047,30305,new_american,$$$,4.0
779,JCT Kitchen & Bar,Atlanta,33.7866310636518,-84.4124207264587,30318,new_american,$$,4.0
780,Lily’s Restaurant & Lounge,Atlanta,33.8366132,-84.3770948454037,30305,new_american,N/A,3.5
781,The Lawrence,Atlanta,33.779413,-84.382475,30309,new_american,$$,4.0
782,Canoe,Atlanta,33.859863,-84.455464,30339,new_american,$$$,4.5
783,The Southern Gentleman,Atlanta,33.8378456191596,-84.3807433521843,30305,new_american,$$,3.5
784,Nikolai's Roof,Atlanta,33.76157,-84.38336,30303,new_american,$$$,4.0
785,The White Bull,Atlanta,33.775061,-84.295804,30030,new_american,$$,4.5
786,Portofino,Atlanta,33.841999,-84.381578,30305,new_american,$$,4.0
787,Endive Publik House,Atlanta,33.7949724756827,-84.3999884629304,30309,new_american,$$,4.5
788,Kitchen Six,Atlanta,33.8245287,-84.2936877,30033,new_american,$$,4.5
789,Bacchanalia,Atlanta,33.794608,-84.427268,30318,new_american,$$$$,4.5
790,Houston's Restaurant,Atlanta,33.81344,-84.39283,30309,new_american,$$,3.5
791,Flower Child,Atlanta,33.845701,-84.364875,30326,new_american,$$,4.0
792,Hungry Ghost,Atlanta,33.75414,-84.37639,30312,new_american,$$,3.5
793,Gather,Atlanta,33.7461046252247,-84.3709766864777,30312,new_american,$$,4.5
794,There on Fifth,Atlanta,33.77657,-84.3879702,30308,new_american,N/A,5.0
795,Flying Biscuit Café - Midtown,Atlanta,33.782,-84.38015,30309,new_american,$$,4.0
796,Field Day,Atlanta,33.761508,-84.365273,30312,new_american,N/A,4.5
797,Double Zero,Atlanta,33.7879801,-84.3262274,30307,new_american,$$,4.0
798,Yumbii,Atlanta,33.8160016211737,-84.3124777387008,30329,new_american,N/A,4.0
799,Woodward & Park,Atlanta,33.7461,-84.37069,30312,new_american,N/A,4.5
800,Georgia Boy,Atlanta,33.773385833,-84.353195833,30306,new_american,$$$$,4.5
801,gusto!,Atlanta,33.7742385864258,-84.3617706298828,30306,new_american,$$,4.5
802,The Family Dog,Atlanta,33.79283,-84.35256,30306,new_american,$$,3.5
803,Kimball House,Atlanta,33.77164,-84.29228,30030,new_american,$$$,4.5
804,Wisteria,Atlanta,33.76680602973814,-84.35276507055224,30307,new_american,$$$,4.0
805,Boone's,Atlanta,33.81597,-84.40344,30305,new_american,N/A,4.0
806,9 Mile Station,Atlanta,33.772831,-84.365785,30308,new_american,$$,3.5
807,PONKO Chicken,Atlanta,33.870106929989,-84.3792929484033,30342,new_american,N/A,4.5
808,Whisky Mistress,Atlanta,33.8416633605957,-84.3718566894531,30305,new_american,$$,3.0
809,Boxcar,Atlanta,33.729955,-84.418626,30310,new_american,$$,4.0
810,Del Frisco's Grille,Atlanta,33.8489524,-84.3664042,30326,new_american,$$$,3.5
811,Full Commission,Atlanta,33.7461018373789,-84.3702585250139,30312,new_american,$$,4.5
812,Houston's Restaurant,Atlanta,33.8512993187976,-84.4299898461716,30327,new_american,$$,3.5
813,Golden Eagle,Atlanta,33.746909,-84.358001,30316,new_american,$$,4.0
814,The Pig & The Pearl,Atlanta,33.793365793502,-84.397706283992,30363,new_american,$$,3.5
815,Ladybird Grove & Mess Hall,Atlanta,33.7597182911181,-84.3644041330658,30312,new_american,$$,3.5
816,Park 75 Restaurant,Atlanta,33.7863614206531,-84.3853533267975,30309,new_american,$$$,4.0
817,8ARM,Atlanta,33.7738023,-84.364226,30306,new_american,$$,3.5
818,Southbound,Atlanta,33.89234,-84.30109,30341,new_american,$$,4.0
819,Poor Hendrix,Atlanta,33.7509636039268,-84.3093434027192,30317,new_american,$$,4.5
820,The hive buckhead,Atlanta,33.8053625800755,-84.3937536736854,30309,new_american,$$,2.5
821,Establishment,Atlanta,33.7868120403668,-84.3821354821396,30305,new_american,$$,3.5
822,Terra Terroir,Atlanta,33.85943,-84.3413929602924,30319,new_american,$$,4.0
823,Twin Peaks,Atlanta,33.8474207253792,-84.3729121534424,30305,new_american,$$,3.0
824,Aria,Atlanta,33.83875,-84.37193,30305,new_american,$$$,4.0
825,Salad Express,Atlanta,33.8174708811096,-84.3489874050062,30324,new_american,$,4.0
826,Onyx,Atlanta,33.845219,-84.370354,30305,new_american,$$,4.0
827,Floataway Cafe,Atlanta,33.8062290158985,-84.3438416029251,30306,new_american,$$$,3.5
828,White Oak Kitchen & Cocktails,Atlanta,33.7619166493273,-84.3878592479542,30303,new_american,$$$,3.5
829,Twisted Kitchen,Atlanta,33.7803652540877,-84.3892112241129,30309,new_american,$,3.5
830,Flying Biscuit Café,Atlanta,33.8448716649604,-84.3715132785736,30305,new_american,$$,3.5
831,Wrecking Bar Brewpub,Atlanta,33.762272,-84.349724,30307,new_american,$$,4.0
832,Big Sky Buckhead,Atlanta,33.84202,-84.38017,30305,new_american,$$,3.5
833,The Café & Bar,Atlanta,33.8490464346744,-84.3662548667953,30326,new_american,$$,4.5
834,Venkman's,Atlanta,33.7668075561523,-84.3633804321289,30312,new_american,$$,4.0
835,New Realm Brewing,Atlanta,33.7690333817904,-84.3619148284263,30306,new_american,$$,4.0
836,Little Bear,Atlanta,33.736829,-84.3855695,30312,new_american,N/A,4.5
837,Atlas,Atlanta,33.83985,-84.38262,30305,new_american,$$$,4.0
838,Longleaf,Atlanta,33.79008,-84.37294,30309,new_american,$$,3.0
839,The Beverly,Atlanta,33.74055,-84.36135,30316,new_american,N/A,3.5
840,Tin Tin,Atlanta,33.7811060009468,-84.4131068987056,30318,new_american,N/A,4.0
841,Tavernpointe,Atlanta,33.7972634514699,-84.3883429126587,30309,new_american,$$,4.0
842,Banshee,Atlanta,33.73995,-84.3459,30316,new_american,$$,4.5
843,Cassis,Atlanta,33.845091,-84.370207,30305,new_american,$$$,4.0
844,Miller Union,Atlanta,33.7820167541504,-84.4131011962891,30318,new_american,$$$,4.0
845,Apres Diem,Atlanta,33.779196,-84.367238,30308,new_american,$$,3.5
846,One Eared Stag,Atlanta,33.7567946660289,-84.354792087829,30307,new_american,$$,3.5
847,Edgar's Proof & Provision,Atlanta,33.7725792,-84.3844681,30308,new_american,$$,3.5
848,Dish Dive,Atlanta,33.764595,-84.314186,30317,new_american,$$,4.5
849,PONKO Chicken,Atlanta,33.8781544375495,-84.2703509330749,30341,new_american,$$,4.0
850,Best End Brewing,Atlanta,33.731487,-84.421796,30310,new_american,$$,4.0
851,Southern Belle,Atlanta,33.773385833,-84.353195833,30306,new_american,N/A,4.5
852,Lemon Butter Seafood - Midtown,Atlanta,33.7959853,-84.413967,30318,new_american,N/A,1.5
853,Carroll Street Café,Atlanta,33.7489815,-84.3678513,30312,new_american,$$,4.0
854,Einstein's,Atlanta,33.7840423583984,-84.3819885253906,30309,new_american,$$,3.5
855,Lagarde American Eatery,Atlanta,33.8886577,-84.3135283,30341,new_american,$$,4.5
856,Mix'D UP Burgers,Atlanta,33.7459289510232,-84.3684092123774,30312,new_american,$,4.0
857,Frost Bistro & Bar,Atlanta,33.747,-84.4025,30313,new_american,$$,2.5
858,Bantam Pub,Atlanta,33.76619,-84.36298,30312,new_american,$$,4.0
859,California Pizza Kitchen at Atlantic Station,Atlanta,33.792998,-84.397079,30363,new_american,$$,3.5
860,Kat's Cafe,Atlanta,33.78112,-84.38103,30309,new_american,$$,4.0
861,Publik Draft House,Atlanta,33.772547,-84.385,30308,new_american,$$,3.5
862,The Wing Bar,Atlanta,33.7407379150391,-84.3455429077148,30316,new_american,$$,4.0
863,The Alden,Atlanta,33.888506,-84.314178,30341,new_american,$$,4.5
864,Marlow's Tavern,Atlanta,33.8591978,-84.4804482,30339,new_american,$$,4.0
865,Ray's on the River,Atlanta,33.9004850677804,-84.440807,30339,new_american,$$$,4.0
866,Punch Bowl Social Atlanta,Atlanta,33.889166,-84.4698604,30339,new_american,$$,3.5
867,American Cut Steakhouse,Atlanta,33.83731,-84.380984,30305,new_american,$$$,3.5
868,Thrive,Atlanta,33.7569394607425,-84.3923377990723,30303,new_american,$$,3.5
869,"The Sun Dial Restaurant, Bar & View",Atlanta,33.759349,-84.388573,30303,new_american,$$$,3.5
870,The 57th Fighter Group Restaurant,Atlanta,33.872602,-84.305674,30341,new_american,$$,3.5
871,Pour Kitchen + Bar,Atlanta,33.8607581,-84.3316388,30319,new_american,$$,3.5
872,My Sister's Room,Atlanta,33.78484,-84.38481,30309,new_american,$,3.0
873,Twelve Eighty,Atlanta,33.789483,-84.385685,30309,new_american,$$,3.5
874,Serpas True Food,Atlanta,33.7570261571587,-84.3660265591654,30312,new_american,$$,4.0
875,gusto!,Atlanta,33.88363,-84.31634,30341,new_american,$$,4.0
876,Hop's Chicken,Atlanta,33.7724257265375,-84.3658560037048,30308,new_american,$,3.0
877,AC Lounge,Atlanta,33.76004067,-84.3909705,30303,new_american,$$,4.0
878,Trade Root,Atlanta,33.85039,-84.36314,30326,new_american,$$,3.5
879,Tupelo Honey,Atlanta,33.88033269114058,-84.38013289513079,30342,new_american,$$,3.5
880,Octopus Bar,Atlanta,33.7394022,-84.34564,30316,new_american,$$,3.5
881,Glenn's Kitchen,Atlanta,33.757,-84.39301,30303,new_american,$$,3.5
882,Cru,Atlanta,33.8887050736316,-84.4702917763194,30339,new_american,$$,4.0
883,Corner Cafe,Atlanta,33.8391723632812,-84.3694763183594,30305,new_american,$$,3.5
884,Swan Coach House,Atlanta,33.8405902,-84.3854981,30305,new_american,$$,4.0
885,The GA Chapter Room,Atlanta,33.9080257442435,-84.3796686002606,30342,new_american,$$,4.5
886,Otter's Chicken,Atlanta,33.87639,-84.4552,30339,new_american,$,4.0
887,Ration & Dram,Atlanta,33.7585855959122,-84.3315408587914,30307,new_american,$$,3.5
888,Under the Cork Tree,Atlanta,33.9077934377929,-84.3800507817535,30342,new_american,$$,4.0
889,Local Motives,Atlanta,33.764896,-84.389234,30308,new_american,N/A,3.0
890,North Highland Pub,Atlanta,33.7667666,-84.3528461,30307,new_american,$$,4.0
891,Marlow's Tavern,Atlanta,33.90767,-84.3798599,30342,new_american,$$,4.0
892,Cupanion’s Kitchen & Coffee,Atlanta,33.88918,-84.382094,30342,new_american,$$,4.5
893,Morris Restaurant & Lounge,Atlanta,33.75038,-84.31401,30317,new_american,$,4.5
894,JP Atlanta,Atlanta,33.76026,-84.38822,30303,new_american,$$$,3.5
895,The Club Room,Atlanta,33.801465,-84.324325,30329,new_american,$$,3.5
896,There,Atlanta,33.8712015509765,-84.3355122325409,30319,new_american,$$,3.5
897,Cafe Bistro,Atlanta,33.8532802982029,-84.3612581470825,30326,new_american,$$,4.0
898,Marlow's Tavern,Atlanta,33.8914278066706,-84.3230895726303,30319,new_american,$$,4.0
899,Sum' Thing Simple Cafe,Atlanta,33.764022,-84.4561043,30314,new_american,$,4.0
900,Yard House,Atlanta,33.889496,-84.469138,30339,new_american,$$,3.0
901,Garden & Gun Club,Atlanta,33.886374,-84.4717136,30339,new_american,$$,4.0
902,Paces & Vine,Atlanta,33.8650988743631,-84.4664315800947,30339,new_american,$$,3.5
903,AG,Atlanta,33.758659,-84.387156,30303,new_american,$$$,3.5
904,Prime Meridian,Atlanta,33.759517,-84.395108,30303,new_american,$$,3.5
905,The Cheesecake Factory,Atlanta,33.8807569,-84.467929,30339,new_american,$$,3.0
906,HOBNOB Neighborhood Tavern - Town Brookhaven,Atlanta,33.870588,-84.336451,30319,new_american,$$,3.5
907,Molly B's,Atlanta,33.79388,-84.48362,30313,new_american,$$,3.0
908,Suite Food Lounge,Atlanta,33.765005,-84.395784,30313,new_american,$$,3.0
909,Pea Ridge Kitchen and Bar,Atlanta,33.82287,-84.26185,30033,new_american,$$,4.0
910,Eleanor's,Atlanta,33.849422,-84.491842,30080,new_american,$$,4.5
911,Lenox Road Bar & Grill,Atlanta,33.848182,-84.359684,30326,new_american,$$,3.0
912,The Pup Truck,Atlanta,33.7820009374254,-84.3838405609131,30324,new_american,$,4.0
913,Buckhead Life Restaurant Group,Atlanta,33.8362312316895,-84.3788604736328,30305,new_american,$$,3.0
914,Murph's,Atlanta,33.884095,-84.466356,30339,new_american,$$,4.0
915,Kenley's,Atlanta,33.7563397,-84.3820851,30303,new_american,$,4.5
916,Wing Factory,Atlanta,33.8708462084801,-84.3798487619611,30342,new_american,$$,3.5
917,gusto!,Atlanta,33.792069,-84.283467,30033,new_american,$$,4.5
918,Topgolf,Atlanta,33.7989239,-84.4280931,30318,new_american,$$,3.5
919,Paces And Vine,Atlanta,33.864462,-84.466148,30339,new_american,N/A,5.0
920,Gyro Bros,Atlanta,33.7780006367365,-84.38463841933844,30308,new_american,$,3.5
921,Krispy krunchy chicken,Atlanta,33.7548346869684,-84.3907899179797,30303,new_american,N/A,4.0
922,Fandangles,Atlanta,33.75901,-84.38319,30303,new_american,$$,3.5
923,Sizzle's Krispy Wings,Atlanta,33.74085,-84.4131,30310,new_american,N/A,3.0
924,Kirkyard Public House,Atlanta,33.751492,-84.3228477,30317,new_american,$$,3.5
925,Flying Biscuit Café - Candler Park,Atlanta,33.764873,-84.3331937,30307,new_american,$$,4.0
926,Oy!,Atlanta,33.85984,-84.48038,30339,new_american,$$,3.5
927,Red Martini,Atlanta,33.841006,-84.375238,30305,new_american,$$,2.5
928,Ponko Chicken,Atlanta,33.846349,-84.3635778,30326,new_american,N/A,4.5
929,China Garden,Atlanta,33.7992432,-84.3708551,30324,new_american,$,2.5
930,Diesel Filling Station,Atlanta,33.7783,-84.35307,30306,new_american,$$,3.0
931,Muss & Turner's - Smyrna,Atlanta,33.8493273227158,-84.4918500582908,30080,new_american,$$,4.0
932,The Ivy,Atlanta,33.856491,-84.382203,30342,new_american,$$,3.0
933,Dark Horse Tavern,Atlanta,33.7767547,-84.3525971,30306,new_american,$$,3.0
934,Oceans,Atlanta,33.78072,-84.48102,30318,new_american,N/A,3.0
935,Old Vinings Inn,Atlanta,33.8665733337402,-84.4658050537109,30339,new_american,$$,3.5
936,gusto!,Atlanta,33.874282,-84.380138,30342,new_american,N/A,4.0
937,All Around The World,Atlanta,33.88543,-84.264689,30340,new_american,N/A,5.0
938,Twenty-Two Storys,Atlanta,33.761507,-84.386606,30308,new_american,$$,3.0
939,The Glenwood,Atlanta,33.7400151,-84.3461773,30316,new_american,$$,3.5
940,Yumm Teriyaki,Atlanta,33.75237,-84.39222,30303,new_american,$,2.5
941,Simmer Cafe Monarch,Atlanta,33.8498349,-84.362827,30326,new_american,N/A,5.0
942,Savor,Atlanta,33.915636,-84.354909,30328,new_american,$$,3.5
943,California Pizza Kitchen at Lenox,Atlanta,33.845605,-84.361427,30326,new_american,$$,3.5
944,The Drafting Table Cocktails & Kitchen,Atlanta,33.76026,-84.38822,30303,new_american,N/A,4.0
945,Eden,Atlanta,33.8870023658726,-84.2545150403366,30341,new_american,$$,3.5
946,Gyro Bros,Atlanta,33.77719,-84.3901,30308,new_american,$,3.0
947,Duck's Kitchen,Atlanta,33.773394,-84.28487,30030,new_american,$$,4.0
948,Lil Bites Food Truck,Atlanta,33.7766537,-84.2960786,30101,new_american,$$,4.0
949,Fork & Juniper,Atlanta,33.7815269,-84.38311,30309,new_american,$$,2.5
950,Southern Elements,Atlanta,33.76157,-84.38336,30308,new_american,$$,3.0
951,Twain's Brewpub & Billiards,Atlanta,33.7723503112793,-84.2946624755859,30030,new_american,$$,3.5
952,Parkwood Bistro,Atlanta,33.90189,-84.45979,30339,new_american,N/A,5.0
953,Auto Spa Bistro,Atlanta,33.785912,-84.398277,30318,new_american,$$,3.0
954,Terrace,Atlanta,33.75826,-84.38783,30303,new_american,$$$,3.0
955,Iron Skillet Restaurant,Atlanta,33.786586,-84.490363,30318,new_american,$$,2.5
956,Atlanta Culinary Tours,Atlanta,33.7648778745964,-84.3901062011719,30303,new_american,N/A,5.0
957,JR Crickets Halftime,Atlanta,33.7214,-84.46517,30311,new_american,$$,3.0
958,Buckhead Saloon,Atlanta,33.843208,-84.37881,30305,new_american,$$,2.5
959,Wing Factory,Atlanta,33.8820046,-84.4744552,30339,new_american,$$,3.5
960,Omni Hotel at the Battery Atlanta Restaurant,Atlanta,33.889427,-84.467528,30339,new_american,N/A,3.5
961,ATL Fried Chicken,Atlanta,33.75237,-84.39222,30303,new_american,N/A,2.0
962,BurgerFi,Atlanta,33.7579401575518,-84.3946177249146,30303,new_american,$$,3.0
963,City Winery,Atlanta,33.7712649,-84.3648397,30308,new_american,$$,3.0
964,Molly B's,Atlanta,33.78796,-84.38584,30309,new_american,N/A,2.5
965,JR Crickets Westside,Atlanta,33.7547004,-84.4153374,30314,new_american,$,2.5
966,The Corner Pub,Atlanta,33.773063659668,-84.2855072021484,30030,new_american,$$,3.5
967,Luckie Take-out,Atlanta,33.7573070801221,-84.3898798135723,30303,new_american,N/A,4.0
968,Wildwood Cafe,Atlanta,33.9136546,-84.4610823,30339,new_american,$,4.0
969,NM Cafe,Atlanta,33.84632,-84.36266,30326,new_american,$$,3.5
970,Dream Wings,Atlanta,33.739908728488,-84.31199477492,30316,new_american,$,2.0
971,Family Hot Wings & Philly,Atlanta,33.896,-84.2831999,30340,new_american,N/A,4.0
972,Food Shuttle,Atlanta,33.8492055237293,-84.4293174147606,30327,new_american,$$,2.0
973,Padella Restaurant,Atlanta,33.9059647321094,-84.4661949183047,30067,new_american,$$,3.5
974,Cory’s Spot,Atlanta,33.76317,-84.44046,30314,new_american,$,3.5
975,Joia Restaurant & Lounge,Atlanta,33.78468,-84.38454,30309,new_american,$$,2.5
976,Atlanta Food Rave,Atlanta,33.8428497,-84.3808899,30305,new_american,$$$,2.0
977,Brook's Family Restaurant,Atlanta,33.7223205566406,-84.3990325927734,30310,new_american,$,1.0
978,J Christophers,Atlanta,33.77574803263,-84.2928871419556,30036,new_american,$$,3.0
979,Cafe 400,Atlanta,33.906829,-84.34926,30342,new_american,$,2.0
980,Tosca Blu Bar,Atlanta,33.88493,-84.4648799,30339,new_american,$$,2.5
981,Collage Restaurant,Atlanta,33.7593846,-84.3843576,30303,new_american,$$,2.5
982,Salad Sensations,Atlanta,33.759075,-84.3950221,30303,new_american,$,2.0
983,Olympia Prime,Atlanta,33.757521,-84.387013,30303,new_american,$$$,1.5
984,All Nations Cuisine & Bistro,Atlanta,33.8856179,-84.255649,30341,new_american,$$,1.0
985,Home Box,Atlanta,33.9034385681152,-84.4812545776367,30067,new_american,$,3.0
986,Peach Cobbler Cafe,Atlanta,33.81492,-84.39155,30309,soulfood,N/A,3.5
987,Soul: Food & Culture,Atlanta,33.75677,-84.364043,30307,soulfood,N/A,5.0
988,Fin & Feathers,Atlanta,33.75457,-84.37596,30312,soulfood,$$,4.0
989,SoulBox,Atlanta,33.74085,-84.4131,30310,soulfood,N/A,4.5
990,Twisted Soul Cookhouse & Pours,Atlanta,33.78972,-84.42547,30318,soulfood,$$,4.0
991,Magic City Kitchen,Atlanta,33.74825,-84.397306,30303,soulfood,N/A,4.0
992,The Busy Bee Cafe,Atlanta,33.7544325583427,-84.4140216889549,30314,soulfood,$$,4.0
993,Southern Kitchen & Grill,Atlanta,33.8863760790887,-84.2655890062451,30340,soulfood,N/A,4.5
994,Kelz Kitchen - Atlanta,Atlanta,33.750189,-84.395204,30303,soulfood,$$,3.0
995,The BQE Restaurant & Lounge,Atlanta,33.7546,-84.37913,30303,soulfood,$$,3.5
996,JJ Fish & Chicken,Atlanta,33.7222803278841,-84.3928086226151,30315,soulfood,$,4.0
997,One Luv Cafe ATL,Atlanta,33.813493,-84.4689258,30318,soulfood,$$,4.0
998,Soul Vegan,Atlanta,33.796034318190046,-84.4139938245411,30318,soulfood,N/A,4.0
999,M&M’s Comfort Zone,Atlanta,33.740932,-84.346574,30316,soulfood,N/A,5.0
1000,Pittypat's Porch Restaurant,Atlanta,33.7598249,-84.3884199,30303,soulfood,$$,3.5
1001,K & K Soul Food,Atlanta,33.7734107971191,-84.4161529541016,30318,soulfood,$,4.0
1002,Paschal's,Atlanta,33.7495199,-84.40352,30313,soulfood,$$,3.0
1003,Da Korner Cafe,Atlanta,33.74779,-84.33284,30317,soulfood,N/A,4.0
1004,DiasPora Kitchen,Atlanta,33.754615831628605,-84.26848012875635,30032,soulfood,N/A,4.0
1005,Wyatt's Diner,Atlanta,33.747926,-84.333036,30317,soulfood,$$,3.5
1006,Unity Restaurant,Atlanta,33.750265,-84.4535749,30310,soulfood,$$,4.5
1007,Sum' Thing Simple Cafe,Atlanta,33.764022,-84.4561043,30314,soulfood,$,4.0
1008,The House,Atlanta,33.740827,-84.289351,30032,soulfood,N/A,4.5
1009,Soul Vegetarian No  2,Atlanta,33.77225,-84.3527299,30306,soulfood,$$,3.5
1010,Q - Time Restaurant,Atlanta,33.7380752563477,-84.4244537353516,30310,soulfood,$,4.0
1011,JJ's Country Cooking,Atlanta,33.72352,-84.34971,30316,soulfood,$,3.5
1012,Rodney's Jamaican Soul Food,Atlanta,33.8925996991176,-84.4766357426662,30080,soulfood,$$,3.5
1013,Big Daddy's Kitchen,Atlanta,33.7169097310238,-84.2745282553107,30032,soulfood,$$,3.5
1014,The Beautiful Restaurant,Atlanta,33.72218,-84.46251,30311,soulfood,$$,3.5
1015,Nations Cafe,Atlanta,33.71206,-84.27205,30034,soulfood,N/A,1.5
1016,Essie & Corean's,Atlanta,33.79883,-84.25608,30079,soulfood,$,4.5
1017,El Quetzal,Atlanta,33.8938484,-84.2959976,30341,soulfood,$$,4.0
1018,Metro Deli Soul Food,Atlanta,33.75403,-84.37986,30303,soulfood,$,4.0
1019,This Is It! BBQ & Seafood,Atlanta,33.766665,-84.252845,30032,soulfood,$$,2.5
1020,CZ Smokez BBQ,Atlanta,33.74568,-84.40554,30313,soulfood,N/A,4.0
1021,Talk of The Town,Atlanta,33.7510199,-84.27331,30032,soulfood,N/A,3.0
1022,This Is It! BBQ & Seafood,Atlanta,33.8848722,-84.4768512,30080,soulfood,$$,2.5
1023,26 Thai Kitchen & Bar,Atlanta,33.822383,-84.369119,30324,thai,$$,4.5
1024,Little Bangkok,Atlanta,33.81593,-84.35219,30324,thai,$$,4.0
1025,Silom Thai & Sushi,Atlanta,33.846287,-84.3586822,30326,thai,$$,4.5
1026,Tuk Tuk Thai Food Loft,Atlanta,33.8016534976233,-84.3922739444125,30309,thai,$$,4.0
1027,Bangkok Thai Restaurant,Atlanta,33.7955704,-84.3705218,30309,thai,$$,4.0
1028,Thaicoon & Sushi Bar,Atlanta,33.8044395664894,-84.3355759796234,30306,thai,$$,4.0
1029,26 Thai Kitchen at The Battery,Atlanta,33.88728502643899,-84.4705862,30339,thai,N/A,3.5
1030,Bangkok Station,Atlanta,33.8373431,-84.3701132,30305,thai,$$,4.0
